iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
186,0,0.020435,1.582329,0.366788,0.002827,1.951944,14.171056,15.417831,31.561687
187,0,0.019768,1.741436,0.369592,0.002760,2.113788,13.670647,15.664998,31.469692
188,0,0.016193,1.312187,0.303391,0.002602,1.618180,13.944584,15.584168,31.163494
189,0,0.017558,1.444688,0.317938,0.002922,1.765548,13.364242,16.594343,31.742164
190,0,0.020210,1.507283,0.319382,0.002794,1.829459,13.737926,15.512187,31.100320
191,0,0.019467,1.481217,0.328006,0.002649,1.811872,13.874043,15.544545,31.250381
192,0,0.020078,1.215856,0.310074,0.002522,1.528452,13.990570,15.544461,31.084106
193,0,0.020016,1.231594,0.291642,0.002671,1.525907,14.625617,15.562861,31.734769
194,0,0.018416,1.447194,0.322784,0.002677,1.772655,13.381816,15.543740,30.716998
195,0,0.019445,1.423103,0.323190,0.002911,1.749204,14.612179,15.616787,31.998084
196,0,0.018087,1.449140,0.302808,0.002665,1.754613,13.783451,15.626952,31.183588
197,0,0.019818,1.690598,0.313023,0.002597,2.006218,13.598519,15.542212,31.167148
198,0,0.014529,1.461808,0.354817,0.002875,1.819500,14.143141,15.532728,31.510360
199,0,0.017539,1.704491,0.317837,0.003004,2.025332,13.183813,16.336159,31.563465
200,0,0.020741,1.608215,0.306798,0.002481,1.917494,13.270870,15.578234,30.788098
201,0,0.018245,1.430715,0.322918,0.002930,1.756563,13.980769,15.546314,31.302544
202,0,0.020814,1.509268,0.316094,0.002564,1.827926,13.056086,15.547762,30.453011
203,0,0.018415,1.436820,0.326042,0.002541,1.765403,13.571908,16.522595,31.878682
204,0,0.017337,1.517413,0.358099,0.003223,1.878735,13.459743,15.601961,30.958186
205,0,0.025284,1.506706,0.313806,0.002760,1.823272,14.231332,15.710774,31.791157
206,0,0.017968,1.460067,0.369661,0.003223,1.832951,13.334910,15.550732,30.736975
207,0,0.019058,1.499822,0.329648,0.003226,1.832696,13.577663,15.687529,31.117361
208,0,0.018716,1.669382,0.309568,0.002729,1.981679,13.696629,15.771739,31.469185
209,0,0.016295,1.585879,0.343195,0.002914,1.931988,13.580339,16.391747,31.920991
210,0,0.032610,1.553009,0.342822,0.003063,1.898894,12.881784,16.347299,31.161173
211,0,0.020272,1.361357,0.334500,0.002742,1.698599,13.826367,15.369932,30.915617
212,0,0.019019,1.496726,0.310021,0.002564,1.809311,2.810296,12.627276,17.266325
213,0,0.017838,1.490006,0.308833,0.002642,1.801481,12.920093,16.494610,31.234419
214,0,0.018957,1.407888,0.326121,0.002621,1.736630,13.778557,15.533643,31.068395
215,0,0.021049,1.480758,0.321901,0.002731,1.805390,13.623673,15.602250,31.052776
216,0,0.020865,1.438376,0.323295,0.002477,1.764148,13.724183,16.538187,32.047880
217,0,0.017473,1.487201,0.325056,0.002737,1.814994,13.522761,15.782409,31.138009
